Rndrng_Prvdr_Geo_Lvl,Rndrng_Prvdr_Geo_Cd,Rndrng_Prvdr_Geo_Desc,DRG_Cd,DRG_Desc,Tot_Dschrgs,Avg_Submtd_Cvrd_Chrg,Avg_Tot_Pymt_Amt,Avg_Mdcr_Pymt_Amt
State,11,District of Columbia,024,CRANIOTOMY WITH MAJOR DEVICE IMPLANT OR ACUTE COMPLEX CNS PRINCIPAL DIAGNOSIS WITHOUT MC,12,143738.75,42003,36824
State,11,District of Columbia,025,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH MCC,165,257424.10303,59296.787879,45125.939394
State,11,District of Columbia,026,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH CC,26,151595.61538,37360.153846,24655.5
State,11,District of Columbia,027,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITHOUT CC/MCC,50,109103.14,28698.4,20560
State,11,District of Columbia,028,SPINAL PROCEDURES WITH MCC,18,274999.44444,72638.444444,60495.222222
State,11,District of Columbia,029,SPINAL PROCEDURES WITH CC OR SPINAL NEUROSTIMULATORS,18,126062.27778,35301.277778,29360.444444
State,11,District of Columbia,033,VENTRICULAR SHUNT PROCEDURES WITHOUT CC/MCC,21,74838.428571,20202.047619,15358.857143
State,11,District of Columbia,034,CAROTID ARTERY STENT PROCEDURES WITH MCC,11,157883.36364,45158,38575.636364
State,11,District of Columbia,035,CAROTID ARTERY STENT PROCEDURES WITH CC,23,83007.26087,22951.478261,20796
State,11,District of Columbia,036,CAROTID ARTERY STENT PROCEDURES WITHOUT CC/MCC,26,67857.615385,20641.730769,14794.846154
State,11,District of Columbia,038,EXTRACRANIAL PROCEDURES WITH CC,21,129511.42857,18461.571429,13740.571429
State,11,District of Columbia,039,EXTRACRANIAL PROCEDURES WITHOUT CC/MCC,22,85617.681818,12816.272727,8997.9545455
State,11,District of Columbia,040,"PERIPHERAL, CRANIAL NERVE AND OTHER NERVOUS SYSTEM PROCEDURES WITH MCC",16,207646.3125,52025.1875,40845.125
State,11,District of Columbia,041,"PERIPHERAL, CRANIAL NERVE AND OTHER NERVOUS SYSTEM PROCEDURES WITH CC OR PERIPHERAL NEUR",14,103651.78571,27862.928571,18124.714286
State,11,District of Columbia,054,NERVOUS SYSTEM NEOPLASMS WITH MCC,55,103794.63636,18600.2,12856.563636
State,11,District of Columbia,056,DEGENERATIVE NERVOUS SYSTEM DISORDERS WITH MCC,56,101688.14286,26783.642857,19899.267857
State,11,District of Columbia,057,DEGENERATIVE NERVOUS SYSTEM DISORDERS WITHOUT MCC,94,55355.393617,14898.170213,10544.574468
State,11,District of Columbia,059,MULTIPLE SCLEROSIS AND CEREBELLAR ATAXIA WITH CC,15,70055.666667,16801.733333,7178.4666667
State,11,District of Columbia,061,"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA WITH THROMBOLYTIC AGENT WIT",26,164888.96154,33285.038462,28714.923077
State,11,District of Columbia,062,"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA WITH THROMBOLYTIC AGENT WIT",24,84075.791667,20854.541667,14728.25
State,11,District of Columbia,064,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH MCC,323,119975.72755,25681.303406,18716.427245
State,11,District of Columbia,065,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH CC OR TPA IN 24 HOURS,183,63970.120219,12114.42623,7959.7431694
State,11,District of Columbia,066,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITHOUT CC/MCC,44,44979.227273,7481.7045455,4576.2954545
State,11,District of Columbia,069,TRANSIENT ISCHEMIA WITHOUT THROMBOLYTIC,33,56991.606061,9528.5757576,5997.1515152
State,11,District of Columbia,070,NONSPECIFIC CEREBROVASCULAR DISORDERS WITH MCC,52,93186.788462,22184.961538,15234.346154
State,11,District of Columbia,071,NONSPECIFIC CEREBROVASCULAR DISORDERS WITH CC,30,56380.533333,13929.166667,8502.1
State,11,District of Columbia,073,CRANIAL AND PERIPHERAL NERVE DISORDERS WITH MCC,30,88189.1,20271.1,13434.133333
State,11,District of Columbia,074,CRANIAL AND PERIPHERAL NERVE DISORDERS WITHOUT MCC,37,56608.756757,13841.351351,8589.9189189
State,11,District of Columbia,077,HYPERTENSIVE ENCEPHALOPATHY WITH MCC,13,95327.307692,22173.538462,16613.615385
State,11,District of Columbia,082,TRAUMATIC STUPOR AND COMA >1 HOUR WITH MCC,47,127861.95745,29676.87234,23370.723404
State,11,District of Columbia,083,TRAUMATIC STUPOR AND COMA >1 HOUR WITH CC,49,63124.510204,18118.469388,11863.204082
State,11,District of Columbia,084,TRAUMATIC STUPOR AND COMA >1 HOUR WITHOUT CC/MCC,25,46212.8,11129.12,7831.76
State,11,District of Columbia,085,TRAUMATIC STUPOR AND COMA <1 HOUR WITH MCC,24,122221.58333,27865.291667,22717.875
State,11,District of Columbia,086,TRAUMATIC STUPOR AND COMA <1 HOUR WITH CC,29,55004.689655,14060.206897,11446.275862
State,11,District of Columbia,091,OTHER DISORDERS OF NERVOUS SYSTEM WITH MCC,55,123217.14545,23891.618182,17822.4
State,11,District of Columbia,092,OTHER DISORDERS OF NERVOUS SYSTEM WITH CC,43,61716.325581,13574.767442,8556.2790698
State,11,District of Columbia,093,OTHER DISORDERS OF NERVOUS SYSTEM WITHOUT CC/MCC,18,46233.888889,8797.8333333,6203.3888889
State,11,District of Columbia,097,NON-BACTERIAL INFECTION OF NERVOUS SYSTEM EXCEPT VIRAL MENINGITIS WITH MCC,12,246152.08333,80789.25,28857.583333
State,11,District of Columbia,100,SEIZURES WITH MCC,92,136893.57609,26999.380435,18492.206522
State,11,District of Columbia,101,SEIZURES WITHOUT MCC,107,51369.373832,11138.224299,7237.0186916
State,11,District of Columbia,115,EXTRAOCULAR PROCEDURES EXCEPT ORBIT,12,83957.416667,16877.25,11493.25
State,11,District of Columbia,123,NEUROLOGICAL EYE DISORDERS,11,44117.272727,9356.9090909,6093.1818182
State,11,District of Columbia,125,OTHER DISORDERS OF THE EYE WITHOUT MCC,20,52946.9,12164.05,6769.7
State,11,District of Columbia,141,MAJOR HEAD AND NECK PROCEDURES WITH CC,11,105531.81818,25486.272727,18801.727273
State,11,District of Columbia,142,MAJOR HEAD AND NECK PROCEDURES WITHOUT CC/MCC,14,107845.92857,18654.571429,15212.928571
State,11,District of Columbia,144,"OTHER EAR, NOSE, MOUTH AND THROAT O.R. PROCEDURES WITH CC",13,91089.230769,20036.153846,14978
State,11,District of Columbia,149,DYSEQUILIBRIUM,29,48449.482759,9990.0344828,5828.2068966
State,11,District of Columbia,154,"OTHER EAR, NOSE, MOUTH AND THROAT DIAGNOSES WITH MCC",12,58710,19704.916667,14415.5
State,11,District of Columbia,155,"OTHER EAR, NOSE, MOUTH AND THROAT DIAGNOSES WITH CC",17,54171,11278.705882,7362
State,11,District of Columbia,163,MAJOR CHEST PROCEDURES WITH MCC,62,219503.41935,52990.370968,45778.354839
State,11,District of Columbia,164,MAJOR CHEST PROCEDURES WITH CC,63,121424.22222,28062.015873,21760.920635
State,11,District of Columbia,165,MAJOR CHEST PROCEDURES WITHOUT CC/MCC,41,88309.317073,18418.804878,15740.536585
State,11,District of Columbia,166,OTHER RESPIRATORY SYSTEM O.R. PROCEDURES WITH MCC,25,240725.16,45813.32,37332.52
State,11,District of Columbia,167,OTHER RESPIRATORY SYSTEM O.R. PROCEDURES WITH CC,16,83972.4375,20422.5625,14966.6875
State,11,District of Columbia,168,OTHER RESPIRATORY SYSTEM O.R. PROCEDURES WITHOUT CC/MCC,14,70512.428571,13037.428571,10669.214286
State,11,District of Columbia,175,PULMONARY EMBOLISM WITH MCC OR ACUTE COR PULMONALE,89,85962.202247,21199.438202,14370.494382
State,11,District of Columbia,176,PULMONARY EMBOLISM WITHOUT MCC,51,55262.392157,12439.058824,7165.627451
State,11,District of Columbia,177,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC,513,77641.635478,24816.888889,18895.549708
State,11,District of Columbia,178,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH CC,101,49267.089109,16599.386139,11712.772277
State,11,District of Columbia,179,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITHOUT CC/MCC,23,32229.130435,9892.7391304,7945.5217391
State,11,District of Columbia,180,RESPIRATORY NEOPLASMS WITH MCC,78,95872.153846,20828.74359,14868.961538
State,11,District of Columbia,181,RESPIRATORY NEOPLASMS WITH CC,17,48010.529412,11829.411765,8797.6470588
State,11,District of Columbia,183,MAJOR CHEST TRAUMA WITH MCC,26,127952.23077,27587.5,20764.653846
State,11,District of Columbia,184,MAJOR CHEST TRAUMA WITH CC,29,59612.551724,12298.551724,8810.6206897
State,11,District of Columbia,186,PLEURAL EFFUSION WITH MCC,21,74633.142857,18026.047619,13153.285714
State,11,District of Columbia,189,PULMONARY EDEMA AND RESPIRATORY FAILURE,179,67182.821229,14328.972067,10352.072626
State,11,District of Columbia,190,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH MCC,132,58216.568182,13300.007576,9684.5227273
State,11,District of Columbia,191,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH CC,50,34520.72,10144.62,7445.24
State,11,District of Columbia,193,SIMPLE PNEUMONIA AND PLEURISY WITH MCC,184,63539.61413,15643.494565,11132.304348
State,11,District of Columbia,194,SIMPLE PNEUMONIA AND PLEURISY WITH CC,61,43034.540984,9865.147541,6608.7377049
State,11,District of Columbia,196,INTERSTITIAL LUNG DISEASE WITH MCC,31,70379.870968,18391.516129,14156.645161
State,11,District of Columbia,199,PNEUMOTHORAX WITH MCC,19,92209.210526,22670.263158,15614.684211
State,11,District of Columbia,200,PNEUMOTHORAX WITH CC,18,41259.388889,11667.222222,8927
State,11,District of Columbia,202,BRONCHITIS AND ASTHMA WITH CC/MCC,35,36763.828571,12063.228571,7735.2285714
State,11,District of Columbia,203,BRONCHITIS AND ASTHMA WITHOUT CC/MCC,13,23223.923077,9481.9230769,5605.3076923
State,11,District of Columbia,204,RESPIRATORY SIGNS AND SYMPTOMS,11,31103.727273,8866.7272727,6751.5454545
State,11,District of Columbia,205,OTHER RESPIRATORY SYSTEM DIAGNOSES WITH MCC,42,100492.97619,25027.619048,17557.714286
State,11,District of Columbia,206,OTHER RESPIRATORY SYSTEM DIAGNOSES WITHOUT MCC,17,46189.764706,11283.352941,6812.8235294
State,11,District of Columbia,207,RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT >96 HOURS,75,283340.06667,68206.333333,59109.866667
State,11,District of Columbia,208,RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT <=96 HOURS,115,164431.33043,35544.834783,27799.408696
State,11,District of Columbia,216,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITH CARDIAC CATHETERIZATION WIT,78,305218.88462,105609.14103,83532.307692
State,11,District of Columbia,217,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITH CARDIAC CATHETERIZATION WIT,15,211407,78763.933333,47126.4
State,11,District of Columbia,219,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION,113,340282.78761,91429.292035,75044.610619
State,11,District of Columbia,220,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION,35,215348.77143,57112.771429,47241.742857
State,11,District of Columbia,222,"CARDIAC DEFIBRILLATOR IMPLANT WITH CARDIAC CATHETERIZATION WITH AMI, HF OR SHOCK WITH MC",12,258599.83333,87473.166667,70125.5
State,11,District of Columbia,226,CARDIAC DEFIBRILLATOR IMPLANT WITHOUT CARDIAC CATHETERIZATION WITH MCC,38,268993.31579,68618.631579,60505
State,11,District of Columbia,227,CARDIAC DEFIBRILLATOR IMPLANT WITHOUT CARDIAC CATHETERIZATION WITHOUT MCC,20,199882,50952.5,44484.9
State,11,District of Columbia,228,OTHER CARDIOTHORACIC PROCEDURES WITH MCC,45,234327.57778,58723.866667,52194.4
State,11,District of Columbia,229,OTHER CARDIOTHORACIC PROCEDURES WITHOUT MCC,28,175399.60714,37617.25,27674.964286
State,11,District of Columbia,233,CORONARY BYPASS WITH CARDIAC CATHETERIZATION OR OPEN ABLATION WITH MCC,58,260978.94828,85052.224138,67047.275862
State,11,District of Columbia,234,CORONARY BYPASS WITH CARDIAC CATHETERIZATION OR OPEN ABLATION WITHOUT MCC,26,170308.69231,53559.846154,46058.461538
State,11,District of Columbia,235,CORONARY BYPASS WITHOUT CARDIAC CATHETERIZATION WITH MCC,122,234724.56557,65018.795082,53357.95082
State,11,District of Columbia,236,CORONARY BYPASS WITHOUT CARDIAC CATHETERIZATION WITHOUT MCC,76,158940.60526,44477.934211,33650.934211
State,11,District of Columbia,239,AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS EXCEPT UPPER LIMB AND TOE WITH MCC,47,303782.93617,64392.595745,48596.425532
State,11,District of Columbia,240,AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS EXCEPT UPPER LIMB AND TOE WITH CC,32,225974.96875,38461.15625,27520.8125
State,11,District of Columbia,242,PERMANENT CARDIAC PACEMAKER IMPLANT WITH MCC,60,156008.41667,39523.233333,34991.5
State,11,District of Columbia,243,PERMANENT CARDIAC PACEMAKER IMPLANT WITH CC,67,102162.79104,25641.059701,21346.19403
State,11,District of Columbia,244,PERMANENT CARDIAC PACEMAKER IMPLANT WITHOUT CC/MCC,27,74997.333333,21486.592593,16508.814815
State,11,District of Columbia,246,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH DRUG-ELUTING STENT WITH MCC OR 4+ ARTERIES O,152,111966.91447,33513.348684,27609.822368
State,11,District of Columbia,247,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH DRUG-ELUTING STENT WITHOUT MCC,135,76294.792593,20994.192593,16621.911111
State,11,District of Columbia,250,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITHOUT CORONARY ARTERY STENT WITH MCC,15,87981.733333,26187.466667,23856.133333
State,11,District of Columbia,252,OTHER VASCULAR PROCEDURES WITH MCC,169,183904.04734,40964.591716,34305.278107
State,11,District of Columbia,253,OTHER VASCULAR PROCEDURES WITH CC,81,161773.30864,31335.395062,23766.024691
State,11,District of Columbia,254,OTHER VASCULAR PROCEDURES WITHOUT CC/MCC,25,114546.96,19922.24,15906.72
State,11,District of Columbia,260,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT WITH MCC,11,377240.63636,67682.272727,55684.090909
State,11,District of Columbia,264,OTHER CIRCULATORY SYSTEM O.R. PROCEDURES,46,248008.36957,54698.782609,39900.23913
State,11,District of Columbia,266,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC,106,264301.33962,70742.915094,62787.075472
State,11,District of Columbia,267,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC,236,213087.57203,54040.800847,48412.927966
State,11,District of Columbia,268,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON WITH MCC,25,377857.6,81431.32,73425.44
State,11,District of Columbia,269,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON WITHOUT MCC,32,208495.75,44493.96875,39894.03125
State,11,District of Columbia,270,OTHER MAJOR CARDIOVASCULAR PROCEDURES WITH MCC,121,275304.85124,66787.991736,53129.396694
State,11,District of Columbia,271,OTHER MAJOR CARDIOVASCULAR PROCEDURES WITH CC,67,198681.22388,39792.507463,32395.462687
State,11,District of Columbia,272,OTHER MAJOR CARDIOVASCULAR PROCEDURES WITHOUT CC/MCC,24,103756,28412.083333,21732.5
State,11,District of Columbia,273,PERCUTANEOUS AND OTHER INTRACARDIAC PROCEDURES WITH MCC,52,172630.82692,46234.173077,37950.288462
State,11,District of Columbia,274,PERCUTANEOUS AND OTHER INTRACARDIAC PROCEDURES WITHOUT MCC,164,109151.20122,33460.817073,27804.981707
State,11,District of Columbia,280,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",384,78563.171875,19796.713542,14982.544271
State,11,District of Columbia,281,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH CC",129,44078.643411,11313.457364,7437.7209302
State,11,District of Columbia,282,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITHOUT CC/MCC",47,33983.914894,7587.6808511,5625.1914894
State,11,District of Columbia,283,"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITH MCC",35,181303.62857,35458.885714,29784.371429
State,11,District of Columbia,286,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITH MCC",242,130231.23967,28853.202479,21318.933884
State,11,District of Columbia,287,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITHOUT MCC",86,67809.837209,13808.174419,8949.6511628
State,11,District of Columbia,291,HEART FAILURE AND SHOCK WITH MCC,915,65513.646995,15340.103825,11375.120219
State,11,District of Columbia,292,HEART FAILURE AND SHOCK WITH CC,37,40160.162162,11775.405405,6206.1891892
State,11,District of Columbia,293,HEART FAILURE AND SHOCK WITHOUT CC/MCC,11,21222.636364,6203.4545455,4621.3636364
State,11,District of Columbia,299,PERIPHERAL VASCULAR DISORDERS WITH MCC,73,75697.041096,18015.082192,13503.438356
State,11,District of Columbia,300,PERIPHERAL VASCULAR DISORDERS WITH CC,77,50304.636364,13123.363636,8836.7142857
State,11,District of Columbia,301,PERIPHERAL VASCULAR DISORDERS WITHOUT CC/MCC,20,40139.15,9157.6,6476.35
State,11,District of Columbia,303,ATHEROSCLEROSIS WITHOUT MCC,23,29511.173913,8409.5217391,6463.3478261
State,11,District of Columbia,304,HYPERTENSION WITH MCC,55,73639.727273,16020.163636,11067.109091
State,11,District of Columbia,305,HYPERTENSION WITHOUT MCC,56,47332.196429,9587.5178571,6131.0357143
State,11,District of Columbia,306,CARDIAC CONGENITAL AND VALVULAR DISORDERS WITH MCC,11,47481.454545,14557.727273,12381
State,11,District of Columbia,307,CARDIAC CONGENITAL AND VALVULAR DISORDERS WITHOUT MCC,12,92515.916667,10540.25,7778.5833333
State,11,District of Columbia,308,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH MCC,102,61311.411765,13943.833333,9905.4509804
State,11,District of Columbia,309,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH CC,112,37716.651786,9042.7946429,5949.7678571
State,11,District of Columbia,310,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITHOUT CC/MCC,51,29981.176471,6859.4705882,3432.1568627
State,11,District of Columbia,312,SYNCOPE AND COLLAPSE,137,54683.124088,11362.430657,7553.379562
State,11,District of Columbia,313,CHEST PAIN,31,30836.967742,9265.9032258,6543.3225806
State,11,District of Columbia,314,OTHER CIRCULATORY SYSTEM DIAGNOSES WITH MCC,192,101408.40625,25582.71875,18520.53125
State,11,District of Columbia,315,OTHER CIRCULATORY SYSTEM DIAGNOSES WITH CC,55,46331.818182,12053.963636,6816.3818182
State,11,District of Columbia,319,OTHER ENDOVASCULAR CARDIAC VALVE PROCEDURES WITH MCC,22,175913.81818,48942.181818,41568.954545
State,11,District of Columbia,326,"STOMACH, ESOPHAGEAL AND DUODENAL PROCEDURES WITH MCC",38,240025.26316,66967.236842,50979.394737
State,11,District of Columbia,327,"STOMACH, ESOPHAGEAL AND DUODENAL PROCEDURES WITH CC",40,139551.875,30564.6,21056.7
State,11,District of Columbia,328,"STOMACH, ESOPHAGEAL AND DUODENAL PROCEDURES WITHOUT CC/MCC",34,81837.147059,18340.764706,12892.705882
State,11,District of Columbia,329,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH MCC,119,266951.08403,64869.260504,48116.07563
State,11,District of Columbia,330,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH CC,122,129679.06557,28859.557377,20992.336066
State,11,District of Columbia,331,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITHOUT CC/MCC,71,74337.859155,17246.028169,12189.394366
State,11,District of Columbia,335,PERITONEAL ADHESIOLYSIS WITH MCC,17,164529.52941,47544.294118,40078.823529
State,11,District of Columbia,336,PERITONEAL ADHESIOLYSIS WITH CC,23,105702.34783,24320.521739,18368.869565
State,11,District of Columbia,353,HERNIA PROCEDURES EXCEPT INGUINAL AND FEMORAL WITH MCC,12,154655.5,34369.333333,28487.666667
State,11,District of Columbia,354,HERNIA PROCEDURES EXCEPT INGUINAL AND FEMORAL WITH CC,32,97910.59375,22834.5625,12783.625
State,11,District of Columbia,355,HERNIA PROCEDURES EXCEPT INGUINAL AND FEMORAL WITHOUT CC/MCC,12,82156,15079.916667,10160.75
State,11,District of Columbia,356,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES WITH MCC,34,222618.61765,50902.117647,40396.323529
State,11,District of Columbia,368,MAJOR ESOPHAGEAL DISORDERS WITH MCC,29,87078.896552,20332.793103,17246.344828
State,11,District of Columbia,371,MAJOR GASTROINTESTINAL DISORDERS AND PERITONEAL INFECTIONS WITH MCC,29,118277.31034,26272.413793,15949.965517
State,11,District of Columbia,372,MAJOR GASTROINTESTINAL DISORDERS AND PERITONEAL INFECTIONS WITH CC,32,47312.28125,12024.625,7726.625
State,11,District of Columbia,374,DIGESTIVE MALIGNANCY WITH MCC,74,111191.37838,27897.810811,19846.689189
State,11,District of Columbia,375,DIGESTIVE MALIGNANCY WITH CC,34,59765.852941,14291.911765,9331.5882353
State,11,District of Columbia,377,GASTROINTESTINAL HEMORRHAGE WITH MCC,188,91340.62234,21876.271277,16483.819149
State,11,District of Columbia,378,GASTROINTESTINAL HEMORRHAGE WITH CC,205,49580.931707,11737.956098,7605.3219512
State,11,District of Columbia,379,GASTROINTESTINAL HEMORRHAGE WITHOUT CC/MCC,22,32665.727273,6916.1818182,4610.3636364
State,11,District of Columbia,380,COMPLICATED PEPTIC ULCER WITH MCC,16,88463.5625,23196.75,15346.4375
State,11,District of Columbia,386,INFLAMMATORY BOWEL DISEASE WITH CC,20,57508.9,14153.3,5172
State,11,District of Columbia,388,GASTROINTESTINAL OBSTRUCTION WITH MCC,33,57965.151515,15575.939394,12716.151515
State,11,District of Columbia,389,GASTROINTESTINAL OBSTRUCTION WITH CC,82,37160.329268,9266.8292683,5943.0487805
State,11,District of Columbia,390,GASTROINTESTINAL OBSTRUCTION WITHOUT CC/MCC,46,27165.847826,6735.1521739,3791.8695652
State,11,District of Columbia,391,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITH MCC",119,67069.02521,16084.546218,11902.428571
State,11,District of Columbia,392,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITHOUT MCC",173,36446.080925,9133.6300578,5484.5028902
State,11,District of Columbia,393,OTHER DIGESTIVE SYSTEM DIAGNOSES WITH MCC,91,91663.769231,22809.813187,15384.571429
State,11,District of Columbia,394,OTHER DIGESTIVE SYSTEM DIAGNOSES WITH CC,84,52485.380952,11634.940476,8056.3690476
State,11,District of Columbia,395,OTHER DIGESTIVE SYSTEM DIAGNOSES WITHOUT CC/MCC,19,22317.526316,6695.1052632,4534.1578947
State,11,District of Columbia,405,"PANCREAS, LIVER AND SHUNT PROCEDURES WITH MCC",37,360628.02703,81492.783784,53055.027027
State,11,District of Columbia,406,"PANCREAS, LIVER AND SHUNT PROCEDURES WITH CC",33,147642.69697,32488.666667,26054.69697
State,11,District of Columbia,407,"PANCREAS, LIVER AND SHUNT PROCEDURES WITHOUT CC/MCC",11,123437.90909,25358,15778.454545
State,11,District of Columbia,417,LAPAROSCOPIC CHOLECYSTECTOMY WITHOUT C.D.E. WITH MCC,21,184618.80952,31140.47619,23631.714286
State,11,District of Columbia,418,LAPAROSCOPIC CHOLECYSTECTOMY WITHOUT C.D.E. WITH CC,27,92307.37037,19226.444444,12705.444444
State,11,District of Columbia,419,LAPAROSCOPIC CHOLECYSTECTOMY WITHOUT C.D.E. WITHOUT CC/MCC,11,85250.636364,16168.818182,10474.545455
State,11,District of Columbia,432,CIRRHOSIS AND ALCOHOLIC HEPATITIS WITH MCC,55,113407.05455,27684.854545,18883.272727
State,11,District of Columbia,433,CIRRHOSIS AND ALCOHOLIC HEPATITIS WITH CC,18,58030.055556,13068.777778,7635.2222222
State,11,District of Columbia,435,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS WITH MCC,60,100897.1,20827.266667,14809.633333
State,11,District of Columbia,436,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS WITH CC,22,57770.590909,13512.545455,9326.1363636
State,11,District of Columbia,438,DISORDERS OF PANCREAS EXCEPT MALIGNANCY WITH MCC,32,93323.65625,21417.625,14343.9375
State,11,District of Columbia,439,DISORDERS OF PANCREAS EXCEPT MALIGNANCY WITH CC,35,47068.028571,10322.4,6983.8285714
State,11,District of Columbia,441,"DISORDERS OF LIVER EXCEPT MALIGNANCY, CIRRHOSIS OR ALCOHOLIC HEPATITIS WITH MCC",66,117185.01515,26692.757576,17428.030303
State,11,District of Columbia,442,"DISORDERS OF LIVER EXCEPT MALIGNANCY, CIRRHOSIS OR ALCOHOLIC HEPATITIS WITH CC",20,54154.5,11896.55,7593.4
State,11,District of Columbia,444,DISORDERS OF THE BILIARY TRACT WITH MCC,53,84136.075472,21704.320755,15548.339623
State,11,District of Columbia,445,DISORDERS OF THE BILIARY TRACT WITH CC,49,47543.979592,12012.857143,8590.1632653
State,11,District of Columbia,453,COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITH MCC,48,472505.60417,107846.625,87425.895833
State,11,District of Columbia,454,COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITH CC,159,302552.55975,66114.691824,56267.402516
State,11,District of Columbia,455,COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITHOUT CC/MCC,137,192053.64964,50551.094891,38137.394161
State,11,District of Columbia,456,"SPINAL FUSION EXCEPT CERVICAL WITH SPINAL CURVATURE, MALIGNANCY, INFECTION OR EXTENSIVE",16,375403.5625,94968.375,83838
State,11,District of Columbia,457,"SPINAL FUSION EXCEPT CERVICAL WITH SPINAL CURVATURE, MALIGNANCY, INFECTION OR EXTENSIVE",31,260744.16129,64985.483871,59283.870968
State,11,District of Columbia,459,SPINAL FUSION EXCEPT CERVICAL WITH MCC,53,333021.83019,78126.867925,66006.339623
State,11,District of Columbia,460,SPINAL FUSION EXCEPT CERVICAL WITHOUT MCC,333,175288.45946,42712.6997,31251.630631
State,11,District of Columbia,463,WOUND DEBRIDEMENT AND SKIN GRAFT EXCEPT HAND FOR MUSCULOSKELETAL AND CONNECTIVE TISSUE D,21,315055.38095,74525.857143,61063.809524
State,11,District of Columbia,464,WOUND DEBRIDEMENT AND SKIN GRAFT EXCEPT HAND FOR MUSCULOSKELETAL AND CONNECTIVE TISSUE D,31,187094.45161,37989.774194,26604.548387
State,11,District of Columbia,466,REVISION OF HIP OR KNEE REPLACEMENT WITH MCC,17,217011.70588,62330.294118,49361.705882
State,11,District of Columbia,467,REVISION OF HIP OR KNEE REPLACEMENT WITH CC,68,121343.91176,32410.441176,28812.073529
State,11,District of Columbia,468,REVISION OF HIP OR KNEE REPLACEMENT WITHOUT CC/MCC,82,84150.012195,27381.304878,19345.829268
State,11,District of Columbia,469,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITH MCC OR TOTA,11,110897.72727,33196.090909,24294.363636
